観測点番号,震度発表名称,観測点緯度,観測点経度,観測開始年月日時分,観測終了年月日時分
3200002,沼田市尾瀬高等学校,36.7333,139.2167,202010291200,
3200010,沼田市東原新町,36.65,139.0667,200910011300,201003301100
3200020,沼田市下久屋町＊,36.65,139.0833,200606201200,
3200031,沼田市白沢町＊,36.6667,139.1333,199907211200,
3200032,沼田市利根町＊,36.7,139.2167,199806151200,
3200070,沼田通報所,36.65,139.0667,195411019999,197605109999
3200100,中之条町日影,36.5667,138.6333,199407151200,
3200130,中之条町中之条町＊,36.5833,138.8333,199806151200,
3200131,中之条町小雨＊,36.6,138.6333,199806151200,201707131200
3200132,中之条町入山＊,36.65,138.65,201803221200,
3200230,長野原町長野原（旧）＊,36.55,138.6333,199907211200,201812191200
3200231,長野原町長野原＊,36.55,138.65,201812191200,
3200330,嬬恋村大前＊,36.5167,138.5333,199806151200,
3200420,草津町草津＊,36.6167,138.6,200603011200,
3200630,群馬高山村中山（旧）＊,36.6167,138.95,199806151200,201105121300
3200631,群馬高山村中山＊,36.6167,138.95,201105121300,
3200700,片品村東小川,36.7667,139.25,199604011200,202010291200
3200720,片品村鎌田＊,36.7667,139.2167,200603011200,
3200830,川場村谷地（旧）＊,36.7,139.1,199806151200,201105121300
3200831,川場村谷地＊,36.7,139.1,201105121300,
3201220,みなかみ町鹿野沢＊,36.7833,138.9667,200603011200,
3201230,みなかみ町後閑＊,36.6833,139.0,199907211200,
3201231,みなかみ町布施＊,36.6833,138.9333,199806151200,
3201270,須田貝通報所,36.8667,139.0667,195506019999,999999999999
3201300,東吾妻町原町（旧）,36.5667,138.8333,199604011200,201903201200
3201301,東吾妻町原町,36.5667,138.8167,201903201200,
3201320,東吾妻町本宿＊,36.5167,138.75,200606201200,
3201330,東吾妻町奥田（旧）＊,36.55,138.9,200105101200,201101261200
3201331,東吾妻町奥田＊,36.55,138.9,201101261200,
3201360,吾妻郡東村五町田＊,36.55,138.9,199806151200,200105101200
3201430,群馬昭和村糸井＊,36.6333,139.0667,199806151200,
3210000,前橋市昭和町（旧）,36.4,139.0667,189701019999,201603291200
3210001,前橋市昭和町,36.4,139.0667,201602171200,
3210020,前橋市駒形町＊,36.35,139.1333,200606201200,
3210030,前橋市大手町＊,36.3833,139.0667,199806151200,
3210031,前橋市堀越町＊,36.4167,139.15,199806151200,
3210032,前橋市鼻毛石町（旧）＊,36.4333,139.1833,199806151200,200709261200
3210033,前橋市粕川町＊,36.4167,139.2167,199806151200,
3210034,前橋市富士見町＊,36.45,139.0833,199806151200,
3210035,前橋市鼻毛石町＊,36.4333,139.1833,201105121300,
3210120,高崎市栄町＊,36.3167,139.0167,200606201200,201010051200
3210130,高崎市高松町＊,36.3167,139.0,199806151200,
3210131,高崎市倉渕町＊,36.4333,138.8,199806151200,
3210132,高崎市箕郷町＊,36.4,138.95,199806151200,
3210133,高崎市足門町＊,36.4,139.0,199806151200,
3210134,高崎市新町＊,36.2833,139.1167,199806151200,
3210135,高崎市下室田＊,36.3833,138.8833,199806151200,
3210136,高崎市吉井町吉井川＊,36.25,138.9833,200403011200,
3210160,群馬吉井町吉井＊,36.25,138.9833,199806151200,200403011200
3210200,桐生市織姫町,36.4,139.3333,199604011200,202202241200
3210210,桐生市美原町,36.4,139.3333,202202241200,
3210220,桐生市元宿町＊,36.4167,139.3333,200606201200,
3210230,桐生市新里町（旧）＊,36.4167,139.2333,199806151200,201105121300
3210231,桐生市黒保根町＊,36.5,139.2833,199806151200,
3210232,桐生市新里町＊,36.4167,139.2333,201105121300,
3210270,桐生通報所,36.4,139.3333,195506019999,999999999999
3210330,伊勢崎市今泉町（旧）＊,36.3167,139.2,199806151200,200403011200
3210331,伊勢崎市今泉町＊,36.3167,139.2,200403011200,
3210332,伊勢崎市西久保町＊,36.3833,139.2333,199806151200,
3210333,伊勢崎市東町（旧）＊,36.35,139.25,199806151200,202102161200
3210334,伊勢崎市境＊,36.2833,139.25,199806151200,
3210335,伊勢崎市東町＊,36.35,139.25,202102161200,
3210420,太田市西本町＊,36.2833,139.3667,200606201200,
3210430,太田市浜町＊,36.2833,139.3833,199907211200,
3210431,太田市粕川町＊,36.2667,139.3,199806151200,
3210432,太田市新田金井町＊,36.3,139.3,199806151200,
3210433,太田市大原町（旧）＊,36.3667,139.3,199907211200,200712261200
3210434,太田市大原町＊,36.35,139.3,200712261230,
3210520,館林市美園町＊,36.2333,139.5333,200606201200,202107011200
3210521,館林市上三林町＊,36.2167,139.4833,202106041200,
3210530,館林市城町＊,36.25,139.55,199806151200,
3210620,渋川市八木原＊,36.4667,139.0167,200606201200,201208101500
3210621,渋川市有馬＊,36.4667,139.0167,201208101500,
3210630,渋川市石原＊,36.4833,139.0,200505161200,
3210631,渋川市北橘町＊,36.4833,139.05,200011301200,
3210632,渋川市赤城町（旧）＊,36.5333,139.0333,199806151200,201508211200
3210633,渋川市吹屋＊,36.5167,139.0167,199806151200,
3210634,渋川市村上＊,36.55,138.9333,199806151200,
3210635,渋川市伊香保町（旧）＊,36.5,138.9167,199806151200,201703131200
3210636,渋川市赤城町＊,36.5333,139.0333,201508211200,
3210637,渋川市伊香保町＊,36.5,138.9167,201703131200,
3210660,北橘村真壁（旧）＊,36.4833,139.05,199806151200,200011301200
3210730,藤岡市中栗須＊,36.25,139.0833,199806151200,
3210731,藤岡市鬼石（旧）＊,36.1667,139.0667,199806151200,201603281200
3210732,藤岡市鬼石＊,36.15,139.05,201603281200,
3210800,富岡市七日市,36.2667,138.8833,199604011200,
3210830,富岡市妙義町＊,36.2833,138.8167,199806151200,
3210920,安中市松井田町（旧）＊,36.35,138.7167,200603011200,201502071200
3210921,安中市松井田町＊,36.35,138.7167,201502071200,
3210930,安中市安中＊,36.3333,138.8833,199806151200,
3212630,榛東村山子田＊,36.4333,138.9833,199806151200,200910240845
3212631,榛東村新井＊,36.4333,138.9667,200911111500,
3212730,吉岡町下野田＊,36.45,139.0167,199806151200,
3213220,神流町生利＊,36.1167,138.9333,200603011200,
3213230,神流町神ケ原＊,36.1,138.8333,199806151200,200307071200
3213231,神流町神ヶ原＊,36.1,138.8333,200307071200,
3213330,群馬上野村川和（旧）＊,36.0833,138.7833,199806151200,202009241200
3213331,群馬上野村川和＊,36.0833,138.7833,202009241200,
3213520,下仁田町下小坂＊,36.2333,138.75,200603011200,
3213630,群馬南牧村大日向＊,36.15,138.7167,199806151200,
3213730,甘楽町小幡＊,36.25,138.9167,199806151200,
3214730,玉村町下新田＊,36.3,139.1167,199806151200,
3215300,板倉町板倉（旧）,36.2167,139.6167,199604011200,201903271200
3215301,板倉町板倉,36.2167,139.6,201903271200,
3215430,群馬明和町新里（旧）＊,36.2,139.5333,199806151200,200504011200
3215431,群馬明和町新里＊,36.2167,139.5333,200504011200,
3215530,千代田町赤岩＊,36.2167,139.45,199806151200,
3215630,大泉町日の出＊,36.25,139.4,199806151200,
3215730,邑楽町中野（旧）＊,36.2667,139.4667,199806151200,200805031300
3215731,邑楽町中野＊,36.25,139.4667,200805031330,
3215830,みどり市東町＊,36.5167,139.3167,199806151200,
3215831,みどり市笠懸町＊,36.4,139.2833,199806151200,
3215832,みどり市大間々町＊,36.4333,139.2667,199806151200,
3300000,熊谷市桜町,36.15,139.3833,189701019999,
3300020,熊谷市宮町＊,36.15,139.3833,200603011200,
3300030,熊谷市大里＊,36.1,139.4167,199711101200,
3300031,熊谷市妻沼＊,36.2167,139.3667,199711101200,
3300032,熊谷市江南＊,36.1167,139.3333,199711101200,
3300130,行田市本丸＊,36.1333,139.45,199711101200,
3300131,行田市南河原＊,36.1833,139.4333,199711101200,
3300230,加須市三俣＊,36.1333,139.6,199711101200,
3300231,加須市騎西＊,36.1,139.5667,199711101200,
3300232,加須市北川辺＊,36.1833,139.6667,199806151200,
3300233,加須市大利根＊,36.1333,139.6667,199711101200,
3300300,本庄市児玉町（旧）,36.1833,139.1333,199604011200,201303261200
3300301,本庄市児玉町,36.1833,139.1333,201303261200,
3300320,本庄市本庄＊,36.25,139.2,200603011200,
3300370,本庄熊谷分室,36.25,139.1833,193801019999,999999999999
3300420,東松山市市ノ川＊,36.05,139.4,200606201200,
3300430,東松山市松葉町＊,36.05,139.4,199711101200,
3300530,羽生市東＊,36.1667,139.55,199711101200,
3300630,鴻巣市中央＊,36.0667,139.5167,199711101200,
3300631,鴻巣市吹上富士見（旧）＊,36.1,139.45,199711101200,201207031200
3300632,鴻巣市川里（旧）＊,36.1,139.5167,199711101200,201301071200
3300633,鴻巣市川里＊,36.1,139.5167,201404081200,
3300634,鴻巣市吹上富士見＊,36.1,139.45,201411271200,
3300730,深谷市仲町（旧）＊,36.2,139.2833,199711101200,202010291200
3300731,深谷市岡部＊,36.2,139.2333,199711101200,202103111200
3300732,深谷市川本＊,36.1333,139.2833,199711101200,
3300733,深谷市花園（旧）＊,36.1333,139.2333,199711101200,201203271200
3300734,深谷市花園＊,36.1333,139.2333,201612071200,
3300735,深谷市普済寺＊,36.2,139.2333,202103111200,
3300736,深谷市仲町＊,36.2,139.2833,202107011200,
3300800,久喜市下早見,36.0667,139.6667,199604011200,
3300820,久喜市青葉＊,36.0667,139.7,200606201200,
3300830,久喜市菖蒲＊,36.0667,139.6,199711101200,
3300831,久喜市栗橋＊,36.1333,139.7,199711101200,
3300832,久喜市鷲宮＊,36.1,139.6667,199711101200,
3301030,滑川町福田＊,36.0667,139.3667,199711101200,
3301130,嵐山町杉山＊,36.05,139.3167,199711101200,
3301220,小川町大塚＊,36.05,139.2667,200603011200,
3301530,吉見町下細谷＊,36.0333,139.45,199711101200,
3301600,鳩山町大豆戸,35.9833,139.3333,199604011200,
3301730,東秩父村御堂＊,36.05,139.2,199711101200,
3301830,埼玉美里町木部＊,36.1833,139.1833,199711101200,
3302030,埼玉神川町植竹（旧）＊,36.2167,139.1,199711101200,201711161200
3302031,神川町下阿久原（旧）＊,36.15,139.05,199711101200,200604101200
3302032,埼玉神川町下阿久原＊,36.15,139.05,200604101200,
3302033,埼玉神川町植竹＊,36.2167,139.1,201911141200,
3302230,上里町七本木＊,36.25,139.15,199711101200,
3302930,寄居町寄居＊,36.1167,139.2,199711101200,
3303930,ときがわ町桃木＊,36.0,139.2667,199711101200,
3303931,ときがわ町玉川＊,36.0167,139.3,199711101200,
3310000,川越市旭町,35.9,139.4667,199604011200,
3310020,川越市新宿町（旧）＊,35.9,139.4833,200606201200,200710251200
3310021,川越市新宿町＊,35.9,139.4833,200710251200,
3310120,川口市中青木分室＊,35.8167,139.7167,200606201200,
3310130,川口市青木＊,35.8,139.7167,199711101200,202006231200
3310131,川口市三ツ和＊,35.8333,139.7333,199711101200,
3310132,川口市安行領家＊,35.85,139.7667,202006231200,
3310420,所沢市北有楽町＊,35.8,139.4667,200606201200,
3310430,所沢市並木（旧）＊,35.8,139.4667,199711101200,200604101200
3310431,所沢市並木＊,35.8,139.4667,200604101200,
3310500,飯能市苅生,35.85,139.2833,199407151200,201903141200
3310501,飯能市下直竹,35.8333,139.2833,202003121200,
3310520,飯能市征矢町＊,35.8333,139.3167,200606201200,
3310530,飯能市双柳＊,35.85,139.3333,199711101200,
3310531,飯能市名栗＊,35.8833,139.1833,199711101200,
3310720,春日部市中央＊,35.9667,139.75,200606201200,201402211200
3310721,春日部市粕壁＊,35.9833,139.75,201402211200,
3310730,春日部市金崎＊,36.0,139.8,199711101200,
3310740,春日部市谷原新田＊,35.9667,139.75,200404011200,
3310830,狭山市入間川＊,35.85,139.4167,199711101200,
3310930,上尾市本町（旧）＊,35.9833,139.6,199806151200,200604191200
3310931,上尾市本町＊,35.9833,139.6,200604191200,
3311130,草加市高砂＊,35.8333,139.8,199711101200,201903041200
3311131,草加市中央＊,35.8333,139.8,201903041200,
3311230,越谷市越ヶ谷（旧）＊,35.8833,139.7833,199711101200,201808061200
3311231,越谷市越ヶ谷＊,35.9,139.7833,201808061200,
3311330,蕨市中央（旧）＊,35.8333,139.6833,199711101200,202011051200
3311331,蕨市中央＊,35.8333,139.6833,202011051200,
3311430,戸田市上戸田＊,35.8167,139.6833,199711101200,
3311530,入間市豊岡＊,35.8333,139.3833,199711101200,
3311730,朝霞市本町＊,35.8,139.6,199806151200,
3311830,志木市中宗岡（旧）＊,35.8333,139.5833,199711101200,201912241200
3311831,志木市本町＊,35.8333,139.5833,201912241200,202207191200
3311832,志木市中宗岡＊,35.8333,139.5833,202207191200,
3311930,和光市広沢＊,35.7833,139.6,199711101200,
3312030,新座市野火止（旧）＊,35.8,139.5667,199711101200,201801041200
3312031,新座市野火止＊,35.8,139.5667,201801041200,
3312130,桶川市泉（旧）＊,36.0,139.55,199711101200,201501191200
3312131,桶川市上日出谷＊,36.0,139.55,201501191200,201804251200
3312132,桶川市泉＊,36.0,139.5667,201804251200,
3312230,北本市本町（旧）＊,36.0333,139.5333,199711101200,201302131200
3312231,北本市本町＊,36.0333,139.5333,201302131200,
3312330,八潮市中央＊,35.8167,139.8333,199711101200,
3312430,富士見市鶴馬＊,35.85,139.55,199711101200,
3312630,三郷市幸房（旧）＊,35.8333,139.8833,199711101200,200604101200
3312631,三郷市中央＊,35.8333,139.8833,200604101200,
3312730,蓮田市黒浜＊,36.0,139.6667,199711101200,
3312830,坂戸市千代田＊,35.95,139.4,199711101200,
3312930,幸手市東＊,36.0833,139.7333,199711101200,
3313030,鶴ヶ島市三ツ木＊,35.9333,139.4,199711101200,
3313130,日高市南平沢＊,35.9,139.3333,199711101200,
3313230,吉川市吉川＊,35.8833,139.8333,199711101200,201804231200
3313231,吉川市きよみ野＊,35.9,139.85,201804231200,
3313330,伊奈町中央＊,36.0,139.6167,199711101200,
3313530,埼玉三芳町藤久保＊,35.8333,139.5333,199711101200,
3313630,毛呂山町中央＊,35.95,139.3167,199711101200,
3313730,越生町越生＊,35.9667,139.3,199711101200,
3313930,川島町平沼＊,35.9833,139.4833,199711101200,201512221200
3313931,川島町下八ツ林＊,36.0,139.4833,201512221200,
3314030,宮代町中央＊,36.0167,139.7167,199711101200,200507071200
3314031,宮代町笠原＊,36.0167,139.7167,200507071200,
3314230,杉戸町清地＊,36.0333,139.7333,199711101200,
3314330,松伏町松伏＊,35.9333,139.8167,199711101200,
3314530,さいたま西区指扇＊,35.9333,139.5833,201105121300,
3314630,さいたま北区宮原＊,35.9333,139.6167,201105121300,
3314720,さいたま大宮区天沼町＊,35.9,139.65,200603011200,
3314730,さいたま大宮区大門（旧）＊,35.9,139.6333,201105121300,201909031200
3314731,さいたま大宮区大門＊,35.9,139.6333,201909031200,
3314830,さいたま見沼区堀崎＊,35.9333,139.65,201105121300,
3314930,さいたま中央区下落合＊,35.8833,139.6333,199711101200,
3315030,さいたま桜区道場＊,35.85,139.6167,201105121300,
3315100,さいたま浦和区高砂,35.85,139.65,199604011200,
3315130,さいたま浦和区常盤＊,35.8667,139.65,199711101200,
3315230,さいたま南区別所（旧）＊,35.85,139.65,201105121300,201403101100
3315231,さいたま南区別所＊,35.85,139.65,201403101100,
3315330,さいたま緑区中尾＊,35.8667,139.6833,201105121300,
3315430,さいたま岩槻区本町＊,35.95,139.7,199711101200,201412111200
3315431,さいたま岩槻区本丸＊,35.95,139.7,201412111200,
3315530,ふじみ野市福岡＊,35.8833,139.5167,199711101200,
3315531,ふじみ野市大井中央＊,35.85,139.5,199711101200,201201051200
3315532,ふじみ野市大井＊,35.8667,139.5,201404081200,
3315630,白岡市千駄野＊,36.0167,139.6833,199711101200,
3320000,秩父市近戸町,36.0,139.0833,192601999999,200001121200
3320001,秩父市上町,35.9833,139.0667,200001121200,
3320020,秩父市近戸町＊,36.0,139.0667,200606201200,
3320021,秩父市中津川＊,36.0,138.8,200606201200,
3320030,秩父市熊木町（旧）＊,36.0,139.0833,199711101200,201210021200
3320031,秩父市吉田＊,36.05,139.0167,199711101200,
3320032,秩父市大滝（旧）＊,35.95,138.9333,199711101200,201803221200
3320033,秩父市荒川＊,35.95,139.0333,199711101200,
3320034,秩父市熊木町＊,35.9833,139.0833,201610131200,
3320035,秩父市大滝＊,35.95,138.9333,201810011200,
3320130,横瀬町横瀬＊,35.9833,139.1,199711101200,
3320230,皆野町皆野＊,36.0667,139.1,199711101200,
3320320,長瀞町野上下郷＊,36.1167,139.1,200606201200,
3320330,長瀞町本野上＊,36.1167,139.1167,199711101200,
3320500,小鹿野町両神薄,36.0167,138.9,199407151200,
3320530,小鹿野町小鹿野＊,36.0167,139.0167,199711101200,202107011200
3320531,小鹿野町役場両神庁舎＊,36.0167,138.9667,199711101200,
3400000,銚子市川口町,35.7333,140.85,190401999999,
3400001,銚子市天王台,35.7,140.85,200707021200,201708221200
3400002,銚子市小畑新町,35.7167,140.85,201903141200,
3400020,銚子市若宮町＊,35.7333,140.8333,200603011200,
3400230,茂原市道表＊,35.4333,140.2833,200105101200,
3400300,東金市東新宿,35.5667,140.3667,199604011200,
3400320,東金市日吉台＊,35.5667,140.35,200606201200,
3400330,東金市東岩崎（旧）＊,35.5667,140.3667,200001121200,201501131200
3400331,東金市東岩崎＊,35.5667,140.3667,201501131200,
3400530,旭市ニ（旧）＊,35.7167,140.65,200001121200,201501301200
3400531,旭市南堀之内＊,35.7667,140.6167,200105101200,
3400532,旭市高生＊,35.7333,140.7,200105101200,
3400533,旭市萩園＊,35.7167,140.7167,200001121200,
3400534,旭市ニ（旧２）＊,35.7167,140.65,201501301200,202104261200
3400535,旭市ニ＊,35.7167,140.65,202104261200,
3400730,神崎町神崎本宿＊,35.9,140.4,200001121200,
3401200,多古町多古,35.7333,140.4667,199604011200,
3401430,東庄町笹川（旧）＊,35.8333,140.6667,200001121200,200502011200
3401431,東庄町笹川＊,35.8333,140.6667,200502011200,
3402030,九十九里町片貝＊,35.5333,140.4333,200001121200,
3402630,芝山町小池（旧）＊,35.7,140.4167,200001121200,201501131200
3402631,芝山町小池＊,35.7,140.4167,201501131200,
3402700,一宮町一宮（旧）,35.3667,140.3667,199604011200,201402281200
3402701,一宮町一宮,35.3667,140.3667,201402281200,
3402830,睦沢町下之郷＊,35.3667,140.3167,200001121200,
3402930,長生村本郷＊,35.4167,140.35,200001121200,
3403030,白子町関（旧）＊,35.45,140.3667,200001121200,201501291200
3403031,白子町関＊,35.45,140.3667,201501291200,
3403100,長柄町大津倉,35.4167,140.2,199407151200,201904131200
3403130,長柄町桜谷＊,35.4333,140.2333,200001121200,
3403200,長南町総合グラウンド,35.3833,140.2333,201904131200,
3403230,長南町長南（旧）＊,35.3833,140.2333,200001121200,201502061200
3403231,長南町長南＊,35.3833,140.2333,201502061200,
3403330,匝瑳市八日市場ハ＊,35.7,140.5667,200105101200,
3403331,匝瑳市今泉（旧）＊,35.6667,140.5667,200001121200,201501281200
3403332,匝瑳市今泉＊,35.6667,140.5667,201501281200,
3403400,香取市佐原下川岸,35.9,140.5,199604011200,201106281300
3403401,香取市佐原八日市場（旧）,35.8833,140.5,201108021200,201201051200
3403402,香取市佐原平田,35.8833,140.5,201201051200,
3403420,香取市佐原諏訪台＊,35.8833,140.4833,200606201200,
3403430,香取市役所＊,35.9,140.5,200001121200,
3403431,香取市羽根川＊,35.85,140.6,200001121200,
3403432,香取市仁良＊,35.8,140.5833,200001121200,
3403433,香取市岩部＊,35.8167,140.5,200001121200,
3403530,横芝光町宮川＊,35.6667,140.5,200001121200,
3403531,横芝光町横芝＊,35.65,140.4833,200001121200,201412181200
3403532,横芝光町栗山＊,35.65,140.5,201412181200,
3403600,山武市松尾町富士見台,35.65,140.45,201210021200,
3403621,山武市蓮沼ニ＊,35.5833,140.5,201609301200,
3403630,山武市殿台（旧）＊,35.6,140.4167,200001121200,201206251200
3403631,山武市埴谷（旧）＊,35.65,140.3667,200001121200,201011041100
3403632,山武市蓮沼ハ（旧）＊,35.6,140.5,200105101200,201502021200
3403633,山武市松尾町松尾＊,35.6333,140.45,200001121200,201501301200
3403634,山武市埴谷＊,35.6333,140.3833,201011041100,
3403635,山武市殿台＊,35.6,140.4167,201206251200,
3403636,山武市蓮沼ハ＊,35.6,140.5,201502021200,
3403637,山武市松尾町五反田＊,35.6333,140.4667,201501301200,
3403730,大網白里市大網＊,35.5167,140.3167,200001121200,
3410000,千葉中央区中央港（旧）,35.6,140.1,195307189999,201105121300
3410001,千葉中央区中央港,35.6,140.1,201105121300,
3410020,千葉中央区千葉市役所＊,35.6,140.1,200603011200,
3410040,千葉中央区都町＊,35.6167,140.1333,200811041200,202010291200
3410140,千葉花見川区花島町＊,35.6833,140.1,200807011200,
3410240,千葉稲毛区園生町＊,35.65,140.1333,200811041200,
3410340,千葉若葉区小倉台＊,35.6333,140.1667,200807011200,
3410440,千葉緑区おゆみ野＊,35.5667,140.1833,200807011200,
3410500,千葉美浜区ひび野,35.65,140.0333,201411271200,
3410520,千葉美浜区稲毛海岸＊,35.6333,140.0833,200606201200,
3410540,千葉美浜区真砂＊,35.65,140.0667,200811041200,201707131200
3410620,市川市大町＊,35.7667,139.9667,202211241200,
3410621,市川市本行徳＊,35.7,139.9167,202211241200,
3410630,市川市八幡（旧）＊,35.7167,139.9333,200001121200,201705011200
3410631,市川市南八幡＊,35.7167,139.9333,201705011200,202008141200
3410632,市川市八幡＊,35.7167,139.9333,202008141200,
3410730,船橋市湊町（旧）＊,35.7,139.9833,200001121200,201412091200
3410731,船橋市湊町＊,35.7,139.9833,201412091200,
3410830,松戸市根本（旧）＊,35.7833,139.9,200001121200,201501261200
3410831,松戸市根本＊,35.7833,139.9,201501261200,
3410840,松戸市西馬橋＊,35.8167,139.9167,201507101200,
3410930,野田市鶴奉（旧）＊,35.95,139.8833,200001121200,201412191200
3410931,野田市東宝珠花（旧）＊,36.0333,139.8167,200001121200,201412191200
3410932,野田市鶴奉＊,35.95,139.8667,201412191200,
3410933,野田市東宝珠花＊,36.0333,139.8167,201412191200,
3411000,成田市花崎町,35.7833,140.3167,199604011200,201803221200
3411001,成田国際空港,35.7667,140.3833,200804011200,
3411002,成田市名古屋,35.8667,140.3667,201807121200,
3411020,成田市中台＊,35.7833,140.3,200606201200,
3411030,成田市役所（旧）＊,35.7833,140.3167,200001121200,201501271200
3411031,成田市猿山（旧）＊,35.8833,140.35,200001121200,201501271200
3411032,成田市松子（旧）＊,35.8333,140.4167,200105101200,201501271200
3411033,成田市役所＊,35.7833,140.3167,201501271200,
3411034,成田市猿山＊,35.8833,140.35,201501271200,
3411035,成田市松子＊,35.8333,140.4167,201501271200,
3411130,千葉佐倉市海隣寺町（旧）＊,35.7167,140.2167,200105101200,201205181200
3411131,千葉佐倉市海隣寺町＊,35.7167,140.2167,201205181200,
3411230,習志野市鷺沼（旧）＊,35.6833,140.0333,200001121200,201211191200
3411231,習志野市鷺沼（旧２）＊,35.6833,140.0333,201211191200,201705081200
3411232,習志野市鷺沼＊,35.6833,140.0333,201705081200,
3411300,柏市千代田,35.85,139.9833,199604011200,199907211200
3411301,柏市旭町,35.8667,139.9667,199907211200,
3411330,柏市柏（旧）＊,35.8667,139.9833,200001121200,201501151200
3411331,柏市大島田（旧）＊,35.8333,140.0,200001121200,201501261200
3411332,柏市柏＊,35.8667,139.9833,201501151200,
3411333,柏市大島田＊,35.8333,140.0,201501261200,
3411420,市原市姉崎＊,35.4667,140.05,200606201200,
3411430,市原市国分寺台中央＊,35.5,140.1167,200001121200,
3411530,流山市平和台＊,35.85,139.9,200001121200,
3411630,八千代市大和田新田（旧）＊,35.7167,140.1,200001121200,201412221200
3411631,八千代市大和田新田＊,35.7167,140.1,201412221200,
3411730,我孫子市我孫子＊,35.8667,140.0333,200001121200,
3411830,鎌ケ谷市新鎌ケ谷（旧）＊,35.7833,140.0,200001121200,201501141200
3411831,鎌ケ谷市新鎌ケ谷＊,35.7833,140.0,201501141200,
3411900,浦安市日の出,35.65,139.9167,201411271200,
3411930,浦安市猫実（旧）＊,35.65,139.9,200001121200,201501261200
3411931,浦安市猫実（旧２）＊,35.65,139.9,201501261200,201606131200
3411932,浦安市猫実＊,35.65,139.9,201606131200,
3412030,四街道市鹿渡（旧）＊,35.6667,140.1667,200001121200,201501281200
3412031,四街道市鹿渡＊,35.6667,140.1667,201501281200,
3412130,八街市八街（旧）＊,35.6667,140.3167,200001121200,201412181200
3412131,八街市八街＊,35.6667,140.3167,201412181200,
3412230,印西市大森＊,35.8333,140.15,200001121200,
3412231,印西市美瀬（旧）＊,35.7833,140.2,200001121200,201412191200
3412232,印西市笠神＊,35.8167,140.2,200105101200,
3412233,印西市美瀬＊,35.7833,140.2,201412191200,
3412530,酒々井町中央台（旧）＊,35.7167,140.2667,200001121200,201412121200
3412531,酒々井町中央台＊,35.7167,140.2667,201412121200,
3412830,白井市復（旧）＊,35.7833,140.05,200105101200,201502031200
3412831,白井市復（旧２）＊,35.7833,140.05,201502031200,201705081200
3412832,白井市復＊,35.7833,140.05,201705081200,
3413030,千葉栄町安食台（旧）＊,35.8333,140.25,200001121200,200604031200
3413031,栄町安食台＊,35.8333,140.25,200604031200,
3413130,富里市七栄＊,35.7333,140.35,200001121200,
3420000,館山市長須賀（旧）,34.9833,139.8667,192304999999,200903199999
3420001,館山市長須賀,34.9833,139.8667,200903199999,
3420030,館山市北条（旧）＊,35.0,139.8667,200001121200,201502091200
3420031,館山市北条＊,35.0,139.8667,201502091200,
3420070,富崎測候所,34.9167,139.8333,999999999999,197603319999
3420100,木更津市潮見,35.3833,139.9167,199604011200,200608281200
3420101,木更津市太田,35.3833,139.95,200608281200,
3420120,木更津市貝渕＊,35.3667,139.9167,200606201200,201010051200
3420130,木更津市役所＊,35.3833,139.9167,200105101200,201509241200
3420131,木更津市富士見＊,35.3833,139.9167,201509241200,
3420200,勝浦市墨名,35.15,140.3167,192699999999,
3420220,勝浦市新官＊,35.15,140.3167,200603011200,
3420300,鴨川市八色,35.1167,140.1,199604011200,
3420301,鴨川市内浦,35.1667,140.2,201210021200,
3420320,鴨川市横渚＊,35.1167,140.1,200606201200,
3420330,鴨川市天津＊,35.1167,140.15,200001121200,
3420420,君津市久留里市場＊,35.3,140.0667,200606201200,
3420430,君津市久保（旧）＊,35.3333,139.9,200001121200,201501201200
3420431,君津市久保＊,35.3333,139.9,201501201200,
3420530,富津市下飯野（旧）＊,35.3,139.85,200001121200,201501161200
3420531,富津市下飯野＊,35.3,139.85,201501161200,
3420630,袖ケ浦市坂戸市場（旧）＊,35.4333,139.95,200001121200,201412191200
3420631,袖ケ浦市坂戸市場＊,35.4333,139.95,201412191200,
3420730,大多喜町大多喜＊,35.2833,140.25,200001121200,
3420930,御宿町須賀＊,35.1833,140.35,200001121200,
3421430,鋸南町下佐久間＊,35.1167,139.8333,200105101200,
3422130,いすみ市国府台（旧）＊,35.2833,140.3167,200001121200,201501211200
3422131,いすみ市大原＊,35.25,140.3833,200001121200,
3422132,いすみ市岬町長者（旧）＊,35.3,140.3833,200105101200,202207211200
3422133,いすみ市国府台＊,35.2833,140.3167,201501211200,
3422134,いすみ市岬町長者＊,35.3,140.3833,202207211200,
3422200,南房総市上堀,35.0333,139.8833,200707021200,
3422230,南房総市富浦町青木＊,35.05,139.8333,200001121200,
3422231,南房総市久枝（旧）＊,35.1,139.85,200001121200,201204021200
3422232,南房総市谷向（旧）＊,35.0333,139.9,200001121200,201412081200
3422233,南房総市白浜町白浜＊,34.9,139.9,200105101200,
3422234,南房総市千倉町瀬戸（旧）＊,34.9833,139.95,200001121200,201412081200
3422235,南房総市岩糸＊,35.0167,139.9667,200001121200,
3422236,南房総市和田町仁我浦＊,35.05,140.0167,200001121200,201007169999
3422237,南房総市和田町上三原＊,35.0667,140.0,201007169999,201412181200
3422238,南房総市久枝＊,35.1,139.85,201204021200,
3422239,南房総市和田町＊,35.05,140.0167,201412181200,
3422240,南房総市谷向＊,35.0333,139.9,201412081200,
